OID_,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
82,400154287,SFO-2017CACDFLNU007869,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU007869,,SONOMA MOUNTAIN RD  PENNG,,,,,,2017,8/15/2017 0:00,227,2330,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.33458,-122.592815,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
83,400154288,SFO-2017CACDFLNU007988,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU007988,,HWY 116  N/ BROOKSIDE LN,,,,,,2017,8/19/2017 0:00,231,1147,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.501024,-123.005161,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
84,400154289,SFO-2017CACDFLNU008202,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008202,,BODEGA HWY  FREESTONE,,,,,,2017,8/25/2017 0:00,237,1453,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.375685,-122.905164,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
85,400154290,SFO-2017CACDFLNU008309,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008309,,MCLANE AV  GUERNEVILLE,,,,,,2017,8/28/2017 0:00,240,124,Human,Missing data/not specified/undetermined,,,,,0.1,A,38.495542,-123.013216,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
86,400154291,SFO-2017CACDFLNU008351,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008351,,LESLIE,,,,,,2017,8/28/2017 0:00,240,1824,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.549156,-122.711412,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
87,400154292,SFO-2017CACDFLNU008376,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008376,,LAUGHLIN RD / ARMSTRONG W,,,,,,2017,8/29/2017 0:00,241,1201,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.512816,-122.995539,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
88,400154293,SFO-2017CACDFLNU008363,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008363,,BONNEAU RD / FREMONT DR,,,,,,2017,8/29/2017 0:00,241,1519,Human,Missing data/not specified/undetermined,,,,,0.4,B,38.236201,-122.461507,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
89,400154294,SFO-2017CACDFLNU008508,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008508,,MARINERS DR  THE_SEA_RANC,,,,,,2017,9/1/2017 0:00,244,1003,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.706765,-123.447279,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
90,400154295,SFO-2017CACDFLNU008537,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008537,,CARRIGER RD / GROVE ST,,,,,,2017,9/1/2017 0:00,244,1819,Human,Missing data/not specified/undetermined,,,,,0.16,A,38.293969,-122.503054,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
91,400154296,SFO-2017CACDFLNU008588,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008588,,ARNOLD DR / MARTIN ST,,,,,,2017,9/2/2017 0:00,245,1539,Human,Missing data/not specified/undetermined,,,,,0.1,A,38.344622,-122.514335,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
92,400154297,SFO-2017CACDFLNU008604,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008604,,COLEMAN VALLEY RD / HWY 1,,,,,,2017,9/2/2017 0:00,245,1944,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.365044,-123.070617,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
93,400154298,SFO-2017CACDFLNU008665,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008665,,STEWARTS,,,,,,2017,9/4/2017 0:00,247,319,Human,Missing data/not specified/undetermined,,,,,1.57,B,38.669109,-123.033837,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
94,400154299,SFO-2017CACDFLNU008905,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008905,,FISH HEAD POINT JENNER,,,,,,2017,9/10/2017 0:00,253,916,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.462793,-123.150394,STATE,CA,SONOMA,6097,Sonoma County
95,400154300,SFO-2017CACDFLNU008933,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008933,,ADOBE RD  PENNGROVE,,,,,,2017,9/11/2017 0:00,254,225,Human,Missing data/not specified/undetermined,,,,,0.1,A,38.25246,-122.57748,STATE,CA,SONOMA,6097,Sonoma County
96,400154301,SFO-2017CACDFLNU010000,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU010000,,RIEBLI RD  SANTA_ROSA,,,,,,2017,10/7/2017 0:00,280,2154,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.51004,-122.717018,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
97,400154302,SFO-2017CACDFLNU010140,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU010140,,VISTA,,,,,,2017,10/11/2017 0:00,284,621,Human,Missing data/not specified/undetermined,,,,,0.1,A,38.252117,-122.717614,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
98,400154303,SFO-2017CACDFLNU010585,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU010585,,CLEAVELAND,,,,,,2017,10/23/2017 0:00,296,1344,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.229175,-122.664112,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
99,400154304,SFO-2017CACDFLNU010595,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU010595,,FRATES,,,,,,2017,10/23/2017 0:00,296,1711,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.25156,-122.578315,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
100,400154305,SFO-2017CACDFLNU010774,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU010774,,BAY,,,,,,2017,10/28/2017 0:00,301,1426,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.345434,-123.010523,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
101,400154306,SFO-2017CACDFLNU010893,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU010893,,GREEN VALLEY RD  GRATON,,,,,,2017,10/31/2017 0:00,304,1251,Human,Missing data/not specified/undetermined,,,,,0.5,B,38.46147,-122.944922,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
102,400154307,SFO-2017CACDFLNU010980,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU010980,,WARM,,,,,,2017,11/2/2017 0:00,306,1341,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.393036,-122.549485,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
103,400154308,SFO-2017CACDFLNU011080,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU011080,,MEEKER,,,,,,2017,11/5/2017 0:00,309,1158,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.43891,-122.974946,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
104,400154309,SFO-2017CACDFLNU011126,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU011126,,CARRIGER,,,,,,2017,11/6/2017 0:00,310,1511,Human,Missing data/not specified/undetermined,,,,,0.1,A,38.298738,-122.503004,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
105,400154310,SFO-2017CACDFLNU011135,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU011135,,TOYON,,,,,,2017,11/6/2017 0:00,310,1737,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.785733,-122.969267,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
106,400155839,SFO-2017CACDFLNU004233,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU004233,,HIGHWAY,,,,,,2017,5/17/2017 0:00,137,122,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,5/17/2017 0:00,137,151,0.25,A,38.820919,-123.012022,COUNTY,CA,SONOMA,6097,Sonoma County
107,400156770,SFO-2017CACDFLNU007982,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU007982,,NEELEY,,,,,,2017,8/19/2017 0:00,231,1007,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,8/19/2017 0:00,231,1103,1,B,38.492955,-123.007005,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
108,400156862,SFO-2017CACDFLNU008529,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008529,,RANCH,,,,,,2017,9/1/2017 0:00,244,1524,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,9/1/2017 0:00,244,1550,0.12,A,38.317517,-122.440114,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
109,400156868,SFO-2017CACDFLNU008536,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008536,,SPRINGS,,,,,,2017,9/1/2017 0:00,244,1747,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,9/2/2017 0:00,245,433,13.34,C,38.764833,-123.089,UNDEFINED FEDERAL,CA,SONOMA,6097,Sonoma County
110,400156939,SFO-2017CACDFLNU009169,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU009169,,MILL,,,,,,2017,9/16/2017 0:00,259,1958,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,9/16/2017 0:00,259,2121,0.02,A,38.591991,-122.962417,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
111,400156951,SFO-2017CACDFLNU009263,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU009263,,HWY 128   CLOVERDALE,,,,,,2017,9/19/2017 0:00,262,122,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,9/19/2017 0:00,262,134,0.5,B,38.822953,-123.018804,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
112,400157062,SFO-2017CACDFLNU009994,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU009994,,FORT,,,,,,2017,10/7/2017 0:00,280,1913,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,10/8/2017 0:00,281,25,18,C,38.51847,-123.246411,STATE,CA,SONOMA,6097,Sonoma County
113,400157093,SFO-2017CACDFLNU010195,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU010195,,PRESTON,,,,,,2017,10/12/2017 0:00,285,1648,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,10/12/2017 0:00,285,1712,0.01,A,38.846633,-123.015483,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
114,400158911,SFO-2017CACDFLNU004088,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU004088,,RACEWAY,,,,,,2017,5/12/2017 0:00,132,1054,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.151217,-122.4494,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
115,400158912,SFO-2017CACDFLNU004615,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU004615,,BROTHERS,,,,,,2017,5/27/2017 0:00,147,1439,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.02,A,38.323668,-123.038569,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
116,400158913,SFO-2017CACDFLNU004914,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU004914,,ELY,,,,,,2017,6/4/2017 0:00,155,2047,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.23894,-122.58772,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
117,400158914,SFO-2017CACDFLNU005543,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU005543,,ARNOLD,,,,,,2017,6/20/2017 0:00,171,1341,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.02,A,38.17295,-122.455833,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
118,400158915,SFO-2017CACDFLNU005738,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU005738,,ROBLAR,,,,,,2017,6/24/2017 0:00,175,1359,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.306413,-122.820428,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
119,400158916,SFO-2017CACDFLNU007343,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU007343,,CAMP,,,,,,2017,8/2/2017 0:00,214,1633,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.03,A,38.547035,-122.835891,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
120,400158917,SFO-2017CACDFLNU007765,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU007765,,CDF GLEN ELLEN FFS GLEN_E,,,,,,2017,8/13/2017 0:00,225,1014,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.364429,-122.510043,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
121,400158918,SFO-2017CACDFLNU008284,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008284,,JOY,,,,,,2017,8/27/2017 0:00,239,1234,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.03,A,38.373056,-122.9625,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
122,400158919,SFO-2017CACDFLNU008388,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008388,,FORD,,,,,,2017,8/29/2017 0:00,241,1602,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.1,A,38.349518,-122.91632,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
123,400158920,SFO-2017CACDFLNU008824,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU008824,,VISTA,,,,,,2017,9/8/2017 0:00,251,1053,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.470459,-123.024787,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
124,400158921,SFO-2017CACDFLNU009092,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU009092,,PALO ALTO DR / WOODLAND D,,,,,,2017,9/14/2017 0:00,257,2115,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.502829,-122.997383,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
125,400158922,SFO-2017CACDFLNU009198,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU009198,,MILL,,,,,,2017,9/17/2017 0:00,260,1401,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.06,A,38.598907,-122.967776,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
126,400158923,SFO-2017CACDFLNU009460,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU009460,,FURLONG,,,,,,2017,9/24/2017 0:00,267,1103,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.25,A,38.397004,-122.899295,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
127,400158924,SFO-2017CACDFLNU009543,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU009543,,MAYS CANYON RD  GUERNEVIL,,,,,,2017,9/26/2017 0:00,269,1236,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.495196,-122.990107,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
128,400158925,SFO-2017CACDFLNU009805,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU009805,,CREEK,,,,,,2017,10/2/2017 0:00,275,1641,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.539217,-122.644291,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
129,400158926,SFO-2017CACDFLNU010024,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU010024,,BENNETT,,,,,,2017,10/8/2017 0:00,281,1513,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.408074,-122.643983,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
130,400158930,SFO-2017CACDFLNU010570,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU010570,,HWY 116  N GUERNEVILLE,,,,,,2017,10/23/2017 0:00,296,423,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.499641,-122.993746,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
131,400158931,SFO-2017CACDFLNU010870,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU010870,,RIVER,,,,,,2017,10/31/2017 0:00,304,200,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.25,A,38.824782,-123.010899,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
132,400158932,SFO-2017CACDFLNU001735,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LNU001735,,,,,,,,2017,11/14/2017 0:00,318,915,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.400661,-122.563089,MISSING/NOT SPECIFIED,CA,SONOMA,6097,Sonoma County
133,400222961,ICS209_2017_7221998,INTERAGCY,IA-ICS209,ST/C&L,USCAMRN,Marin County Fire Department,CAMRN,Marin County Fire Department,,2957,,THIRTY SEVEN,2017_7221998_THIRTY SEVEN,,CA3815112243520171009,THIRTY SEVEN,,2017,10/9/2017 0:00,282,400,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,1660,F,38.15139,-122.43528,MISSING/NOT SPECIFIED,CA,Sonoma County,6097,Sonoma County
